TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000029747,2025-01-10T00:00:09,9,9,C0017711,T002993,22.61,0,,42.07803918034664,-87.75462392547875,42.06611184443955,-87.68271539895119
TX000000029897,2025-01-10T00:00:37,37,9,C0018690,T002452,31.84,0,,41.980251324140106,-87.36506495675238,42.04378683871153,-87.28126308520363
TX000000028824,2025-01-10T00:00:45,45,9,C0011315,T002921,24.45,0,,42.13394163473944,-87.75848243112512,42.1414367062007,-87.65483530288874
TX000000029203,2025-01-10T00:01:21,81,9,C0013868,T002156,12.65,0,,41.8953686467159,-88.05157291326016,41.901487616677144,-88.06333313292821
TX000000029100,2025-01-10T00:02:02,122,9,C0013138,T001427,317.05,0,,41.847410979172565,-87.30297627656624,41.832106246588246,-87.41112394754946
TX000000029315,2025-01-10T00:05:02,302,9,C0014651,T000414,84.41,0,,41.574793365734145,-87.81060801890563,41.658941543312544,-87.8195294306917
TX000000028637,2025-01-10T00:05:24,324,9,C0010093,T000456,74.81,0,,41.52913759299863,-87.7686292879156,41.4544905946406,-87.80374626815718
TX000000028096,2025-01-10T00:05:48,348,9,C0006462,T000828,57.03,0,,42.02411172231543,-87.72271090465446,42.07340158100827,-87.82132312161045
TX000000029576,2025-01-10T00:06:14,374,9,C0016480,T002275,3.3,0,,42.20869390471337,-87.615443439307,42.153206240205165,-87.65695260873164
TX000000028820,2025-01-10T00:07:15,435,9,C0011271,T002143,19.61,0,,42.08347346033656,-87.96105537098435,42.115517135162456,-87.90104189352934
TX000000027248,2025-01-10T00:07:16,436,9,C0000864,T001781,51.48,0,,41.71712606835626,-87.72299467229529,41.776803517739665,-87.6465792321552
TX000000027823,2025-01-10T00:07:42,462,9,C0004638,T000588,17.86,0,,41.966497989678516,-88.03383150598943,41.95085030834249,-88.1087273836934
TX000000027668,2025-01-10T00:08:32,512,9,C0003725,T001095,22.23,0,,42.2456336608043,-87.58103633280786,42.265250120159685,-87.47149966534815
TX000000028839,2025-01-10T00:08:39,519,9,C0011398,T001670,16.64,0,,42.012104132462795,-87.53206595845164,41.92956030561566,-87.53188317162248
TX000000029566,2025-01-10T00:08:53,533,9,C0016373,T000600,48.65,0,,41.9802768004286,-87.63742593130182,42.05653772294931,-87.5870711597438
TX000000027600,2025-01-10T00:08:59,539,9,C0003134,T002935,183.05,0,,41.90264352970794,-87.8911275123087,41.95076845333997,-87.87000529931713
TX000000027895,2025-01-10T00:09:03,543,9,C0005012,T000804,66.03,0,,42.001913255601586,-87.93485669118601,41.947463609543924,-87.84617864246383
TX000000027265,2025-01-10T00:10:05,605,9,C0000955,T000569,15.11,0,,41.537414932990146,-87.64155017899556,41.480948680942966,-87.68277319222076
TX000000029678,2025-01-10T00:10:16,616,9,C0017217,T002180,8.63,0,,42.07686924002255,-87.46361708767984,42.08596709571603,-87.44293799011025
TX000000028010,2025-01-10T00:10:50,650,9,C0005840,T002369,13.74,0,,41.93221581909085,-87.75594132000316,41.93428147745615,-87.83873522149474
TX000000028403,2025-01-10T00:11:09,669,9,C0008426,T000424,10.96,0,,41.86288113176697,-87.25305546448563,41.80808749327137,-87.23271907087995
TX000000028160,2025-01-10T00:12:11,731,9,C0006918,T001671,31.33,0,,41.563598374423464,-87.82877835616614,41.616672638740575,-87.74970300457339
TX000000028076,2025-01-10T00:12:31,751,9,C0006356,T002328,51.03,0,,42.2787557947323,-87.62012846921326,42.25286864275503,-87.71474855169188
TX000000029214,2025-01-10T00:12:39,759,9,C0013929,T002647,24.35,0,,42.07868626268742,-88.03084995358101,42.03549157416954,-88.12795554223473
