TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000006588,2025-01-03T00:00:34,34,2,C0004323,T001014,21.49,0,,42.176162936327096,-87.92018922542738,42.16051054449467,-87.93093311537567
TX000000006714,2025-01-03T00:01:03,63,2,C0005087,T002430,17.02,0,,41.99553504360599,-87.80418599573036,41.99929823029223,-87.79384906598796
TX000000007836,2025-01-03T00:01:51,111,2,C0012590,T002300,14.15,0,,41.447135435956156,-87.71903005238399,41.41799510931681,-87.78510282685698
TX000000007222,2025-01-03T00:02:20,140,2,C0008629,T002706,35.6,0,,41.97292374394988,-87.75947825974593,41.98288115261756,-87.77651869421865
TX000000007800,2025-01-03T00:02:52,172,2,C0012308,T002985,43.78,0,,42.08263021700267,-87.39459154299847,42.07761448903523,-87.32439110502362
TX000000008002,2025-01-03T00:02:57,177,2,C0013717,T002812,9.17,0,,42.10201195651643,-87.49705030423318,42.11271483648276,-87.55377777948989
TX000000008164,2025-01-03T00:03:37,217,2,C0014784,T002762,27.46,0,,42.06479598244133,-87.3839343160738,42.095991144585554,-87.33757554494738
TX000000006828,2025-01-03T00:03:43,223,2,C0005928,T002639,9.92,0,,42.09268270957203,-87.86721426771706,42.14219925310878,-87.89721473439195
TX000000007940,2025-01-03T00:03:48,228,2,C0013250,T002256,17.96,0,,41.61922421141116,-87.5913834900962,41.68752890699938,-87.54204672954319
TX000000008829,2025-01-03T00:04:19,259,2,C0018978,T001314,57.87,0,,41.61336499885332,-87.50302138317774,41.655214531179176,-87.55500770022022
TX000000007751,2025-01-03T00:04:28,268,2,C0012007,T001170,19.54,0,,41.776258941457364,-87.82166490967623,41.76914458655691,-87.81803354063248
TX000000008330,2025-01-03T00:04:37,277,2,C0015944,T000950,57.75,0,,41.45301387240039,-87.53014705882465,41.533122307960596,-87.52248059276667
TX000000007235,2025-01-03T00:05:01,301,2,C0008673,T002079,46.73,0,,42.00528595568853,-87.49525158311668,42.0239537238155,-87.49797000720847
TX000000008052,2025-01-03T00:05:20,320,2,C0014061,T002212,50.71,0,,41.80606158402957,-88.00176071544216,41.785262194280016,-87.88786841635648
TX000000007307,2025-01-03T00:05:35,335,2,C0009239,T001387,191.12,0,,41.675954563992946,-88.0299885667386,41.73056024423765,-88.05846376386594
TX000000007296,2025-01-03T00:06:35,395,2,C0009158,T000492,42.98,0,,41.47034701252428,-87.57943769808062,41.487361613217644,-87.64703345116482
TX000000007978,2025-01-03T00:06:59,419,2,C0013537,T001328,30.3,0,,41.76223134383463,-87.2393444786425,41.832398170181044,-87.20443893841305
TX000000007764,2025-01-03T00:07:11,431,2,C0012085,T001399,53.44,0,,41.81604032007133,-87.76915675638877,41.811298226105514,-87.7107497486244
TX000000006226,2025-01-03T00:08:20,500,2,C0001890,T001154,148.79,0,,41.90665591608839,-87.9264336208312,41.91980691267835,-87.97462131721107
