TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000030459,2025-01-11T00:00:02,2,10,C0002044,T002883,27.77,0,,41.68828471960542,-87.86010425499656,41.64734498129309,-87.85494088692619
TX000000030810,2025-01-11T00:00:08,8,10,C0004293,T000130,125.46,0,,41.66985905501469,-87.49263108941928,41.646644569786915,-87.50751926439433
TX000000033064,2025-01-11T00:01:40,100,10,C0019098,T002573,8.89,0,,41.88857019494199,-87.3596628543462,41.9063257476037,-87.33393232283721
TX000000032295,2025-01-11T00:01:57,117,10,C0013817,T001794,19.12,0,,41.5457854425852,-87.43524395514818,41.578094168231935,-87.38925837242456
TX000000030766,2025-01-11T00:02:14,134,10,C0003977,T000761,151.36,0,,42.12429399007597,-87.77149462892078,42.08945452632133,-87.69247667944217
TX000000032890,2025-01-11T00:02:42,162,10,C0017962,T002240,64.82,0,,42.11497065247946,-87.67476793458087,42.10452141923391,-87.67967447227406
TX000000032501,2025-01-11T00:03:04,184,10,C0015271,T000004,12.84,0,,41.87371278437877,-87.37513752037043,41.88614216135891,-87.48277677184404
TX000000032479,2025-01-11T00:03:04,184,10,C0015109,T000654,147.25,0,,41.90996742281248,-87.41003096412965,41.949836249051856,-87.31923663834696
TX000000030423,2025-01-11T00:03:13,193,10,C0001886,T000052,20.05,0,,41.554240222261875,-87.82300388012521,41.56140003446024,-87.83192896902429
TX000000030544,2025-01-11T00:03:23,203,10,C0002562,T000125,7.1,0,,41.646800278526314,-87.85520237392238,41.71265367406816,-87.79066050742254
TX000000031224,2025-01-11T00:03:30,210,10,C0006872,T000549,62.31,0,,42.22337045705255,-87.8906041358379,42.24441541128186,-87.90268564754952
TX000000030737,2025-01-11T00:03:32,212,10,C0003879,T001632,66.14,0,,41.775335599997916,-87.46119347589803,41.74124449328775,-87.54048732141372
TX000000032917,2025-01-11T00:03:40,220,10,C0018131,T001948,23.51,0,,42.08403739452663,-87.58964196331367,42.12214479860983,-87.5187552774336
TX000000032744,2025-01-11T00:04:42,282,10,C0016943,T001867,12.2,0,,41.917791148638834,-87.54711654489296,41.99814231245172,-87.5792877787201
TX000000032303,2025-01-11T00:04:58,298,10,C0013872,T002126,36.59,0,,41.64977308907293,-87.78520726623515,41.62580048394723,-87.76649979495447
TX000000030989,2025-01-11T00:05:08,308,10,C0005400,T002852,36.08,0,,41.99066316722151,-87.74829764838863,42.05965604680503,-87.73560039418771
TX000000031328,2025-01-11T00:05:35,335,10,C0007457,T002600,24.49,0,,41.7664479886012,-87.31349125698792,41.83749104617783,-87.28555125175023
TX000000030507,2025-01-11T00:05:39,339,10,C0002312,T000246,71.65,0,,41.75141624600628,-87.94740356524984,41.70154189615484,-87.91728769355535
TX000000032113,2025-01-11T00:05:43,343,10,C0012729,T002174,5.6,0,,41.696578158593866,-87.35477199286207,41.661213458462356,-87.43859193253148
TX000000030355,2025-01-11T00:06:57,417,10,C0001501,T001497,26.84,0,,41.80822000393263,-87.79749229144984,41.81863143709272,-87.87800940783832
TX000000031013,2025-01-11T00:08:49,529,10,C0005542,T000820,45.17,0,,41.879226787601986,-87.49921550814013,41.90929161927699,-87.57815987675244
TX000000030963,2025-01-11T00:09:03,543,10,C0005216,T002305,27.6,0,,42.05835861779661,-87.4204157640713,42.11953646686619,-87.37840693058227
TX000000032013,2025-01-11T00:09:23,563,10,C0011985,T002201,42.54,0,,41.98436410539247,-87.4216703761119,41.956842818399274,-87.359705332854
TX000000032240,2025-01-11T00:10:03,603,10,C0013492,T002521,11.22,0,,41.73221041664509,-87.49556424827696,41.766107980729004,-87.60470663575722
TX000000031640,2025-01-11T00:10:33,633,10,C0009574,T000361,171.83,0,,42.169449610561145,-87.51550984240708,42.20562244270811,-87.40978244114983
TX000000030705,2025-01-11T00:11:23,683,10,C0003649,T000211,2.23,0,,41.915914877187774,-87.39535553806984,41.915779287506695,-87.48419228335327
TX000000031902,2025-01-11T00:11:27,687,10,C0011355,T000121,3.34,0,,41.6337011765998,-87.28597870610753,41.56017273285149,-87.25942877456328
TX000000033093,2025-01-11T00:11:48,708,10,C0019328,T001518,116.31,0,,42.05058306013156,-87.36168277572965,42.02551270040174,-87.35839659173158
TX000000032215,2025-01-11T00:11:54,714,10,C0013375,T001122,19.58,0,,42.02158098215906,-87.42194146819577,41.966331632565655,-87.3272919611894
TX000000031707,2025-01-11T00:12:17,737,10,C0010017,T001364,32.09,0,,41.71019790389419,-87.45533371249984,41.70596622152112,-87.49436620022784
TX000000031171,2025-01-11T00:13:01,781,10,C0006540,T000783,311.79,0,,41.607761432537835,-87.98183163279342,41.59937782155694,-87.99730124413124
TX000000031198,2025-01-11T00:13:29,809,10,C0006704,T001933,81.34,0,,42.1241883424304,-87.37641032163269,42.10733115547686,-87.3354032505802
TX000000032141,2025-01-11T00:13:43,823,10,C0012868,T000238,58.65,0,,41.73285850679417,-87.52765704319641,41.79539198020197,-87.55557944862062
TX000000032598,2025-01-11T00:14:07,847,10,C0016057,T000445,44.74,0,,41.964140066485975,-87.79592080986386,41.9857986553816,-87.81757042956629
TX000000030230,2025-01-11T00:15:01,901,10,C0000770,T001182,38.72,0,,42.02192299064849,-87.83994542266639,42.047097656561206,-87.93847992388251
TX000000030547,2025-01-11T00:15:25,925,10,C0002577,T002328,45.66,0,,42.26435048903248,-87.6942595981295,42.25286864275503,-87.71474855169188
TX000000032088,2025-01-11T00:15:48,948,10,C0012497,T002106,16.56,0,,41.98239629788835,-87.24669302235286,41.932766142073554,-87.18699215727555
TX000000030392,2025-01-11T00:15:55,955,10,C0001711,T002323,24.6,0,,41.91886433805583,-87.5501646870939,42.00080089543808,-87.52417239044736
TX000000031880,2025-01-11T00:16:00,960,10,C0011235,T000010,21.79,0,,42.209592930998966,-87.83789072805347,42.225479203182424,-87.7408082676318
TX000000032948,2025-01-11T00:16:25,985,10,C0018348,T001059,23.94,0,,41.73164905708567,-87.82851810918416,41.788097791399245,-87.91968236917978
TX000000030895,2025-01-11T00:16:32,992,10,C0004774,T000438,76.94,0,,41.7304737043947,-87.23648061051013,41.674185713969194,-87.32710273745433
TX000000030670,2025-01-11T00:16:33,993,10,C0003376,T001887,241.53,0,,42.028218304357765,-87.61667867813424,42.02446139673416,-87.55121709428744
TX000000031493,2025-01-11T00:18:35,1115,10,C0008589,T001800,38.39,0,,42.20126388325671,-87.83528266913751,42.16010812249077,-87.8394517006261
TX000000030821,2025-01-11T00:19:28,1168,10,C0004351,T001162,38.08,0,,41.86164251588933,-87.63343472856224,41.81070821604985,-87.71380713053905
TX000000031894,2025-01-11T00:19:32,1172,10,C0011306,T001127,24.71,0,,41.87591692313599,-87.29744802555001,41.8266419199524,-87.39526387735691
TX000000031228,2025-01-11T00:20:28,1228,10,C0006891,T002633,22.66,0,,42.26553356529779,-87.54023900876857,42.25906131562873,-87.49475361471973
TX000000030720,2025-01-11T00:20:43,1243,10,C0003827,T001231,30.24,0,,41.87191424660744,-87.59143301487555,41.9414151312116,-87.630371295374
TX000000032972,2025-01-11T00:20:47,1247,10,C0018531,T002999,62.46,0,,41.875270325734085,-87.99322920358992,41.88934653316461,-88.10171548290101
TX000000030786,2025-01-11T00:20:48,1248,10,C0004132,T002638,96.19,0,,41.86639548123586,-88.03109764366533,41.84579499412061,-88.0374698110893
