TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000034905,2025-01-12T00:00:31,31,11,C0011212,T000999,14.77,0,,41.9103471738227,-87.34503802496707,41.8736204875788,-87.29567166153304
TX000000034148,2025-01-12T00:01:22,82,11,C0006266,T001182,8.16,0,,42.07535925841255,-87.97368215501415,42.047097656561206,-87.93847992388251
TX000000035946,2025-01-12T00:01:31,91,11,C0018301,T000584,29.25,0,,42.02436225279075,-87.22022255774972,42.04857063865952,-87.24363630429298
TX000000034516,2025-01-12T00:02:18,138,11,C0008715,T000041,53.01,0,,41.43629570376484,-87.63754497683554,41.430695897947736,-87.65354982891748
TX000000035802,2025-01-12T00:05:36,336,11,C0017228,T001179,37.47,0,,42.12806974088859,-87.65597116753854,42.15096657946749,-87.60320040867026
TX000000035393,2025-01-12T00:05:38,338,11,C0014558,T002845,6.27,0,,42.11411904073836,-87.76203224093383,42.073120085232915,-87.72570089114959
TX000000035842,2025-01-12T00:05:42,342,11,C0017498,T001169,15.31,0,,41.76309867971809,-87.33408785327818,41.78886750605967,-87.34369698272845
TX000000035513,2025-01-12T00:06:27,387,11,C0015256,T002495,162.27,0,,42.26558657916521,-87.85631906520504,42.3098938412486,-87.78531708803405
TX000000034462,2025-01-12T00:06:48,408,11,C0008390,T002430,66.4,0,,41.973284697097185,-87.77000809243356,41.99929823029223,-87.79384906598796
TX000000035106,2025-01-12T00:07:08,428,11,C0012731,T002956,63.87,0,,41.499163399238114,-87.42887464180616,41.582119858048145,-87.46078175708247
TX000000034926,2025-01-12T00:07:23,443,11,C0011375,T000550,3.97,0,,41.79803659430174,-87.88025261502668,41.85399648491724,-87.9609401168819
TX000000035988,2025-01-12T00:07:24,444,11,C0018700,T000611,6.74,0,,41.68718441193889,-87.4874166873654,41.728852816676174,-87.55461327738819
TX000000033291,2025-01-12T00:07:28,448,11,C0000583,T000336,62.28,0,,41.60220294249934,-87.41652269547076,41.606665226069644,-87.36574710002381
TX000000033952,2025-01-12T00:08:42,522,11,C0004884,T002411,26.68,0,,41.8929915180023,-87.30776293049381,41.96081754307764,-87.27422386774774
TX000000035823,2025-01-12T00:10:09,609,11,C0017354,T000408,3.79,0,,42.247803951783084,-87.47013413956238,42.22593010453886,-87.468084413657
