TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000036483,2025-01-13T00:00:07,7,12,C0001992,T001865,3.47,0,,41.54661665274713,-87.53003011827109,41.564043089251875,-87.52729577320346
TX000000037471,2025-01-13T00:00:22,22,12,C0008674,T000640,61.82,0,,42.15848978737998,-87.31300773345497,42.1003698052917,-87.39153054183835
TX000000037944,2025-01-13T00:01:10,70,12,C0011825,T002471,61.9,0,,41.59274920550265,-87.808954171467,41.65314672201432,-87.77303733472735
TX000000038147,2025-01-13T00:01:26,86,12,C0013297,T002179,11.97,0,,41.84013008327044,-87.60317983763433,41.77835139608553,-87.68743783263913
TX000000036316,2025-01-13T00:02:15,135,12,C0000866,T001963,17.19,0,,41.97195362473621,-87.77531981689842,41.9703949365576,-87.68642829753308
TX000000037657,2025-01-13T00:02:20,140,12,C0009761,T002304,11.78,0,,42.14745493353739,-87.35305971554538,42.162529273202196,-87.29580888192193
TX000000037843,2025-01-13T00:02:47,167,12,C0011110,T000021,13.61,0,,42.093051982211676,-87.45187688514307,42.075747159321665,-87.55700074818155
TX000000037689,2025-01-13T00:03:02,182,12,C0010019,T001855,35.13,0,,41.80157135252488,-87.6565178458861,41.86393373172735,-87.716320096652
TX000000036438,2025-01-13T00:03:13,193,12,C0001684,T000548,37.06,0,,41.78116477440339,-87.65129718665919,41.85684184774818,-87.65903375560274
TX000000038301,2025-01-13T00:04:11,251,12,C0014320,T002732,112.66,0,,41.66409432805894,-87.79003397277614,41.69148450041945,-87.77937041520413
TX000000038331,2025-01-13T00:04:28,268,12,C0014496,T002545,36.91,0,,42.0766122660113,-87.29368518605757,42.111605058357085,-87.34008751541167
TX000000036192,2025-01-13T00:04:35,275,12,C0000080,T001929,55.1,0,,42.2009324538911,-87.47541886071666,42.12427003479603,-87.48008929246207
TX000000038004,2025-01-13T00:05:21,321,12,C0012245,T002894,29.25,0,,41.978367322479244,-87.22605018873809,42.03485028222803,-87.27182824978527
TX000000038922,2025-01-13T00:06:00,360,12,C0018687,T000556,11.18,0,,41.92379040764938,-87.26976449705113,41.96600503540316,-87.33777251340459
TX000000036747,2025-01-13T00:06:03,363,12,C0003672,T001096,63.26,0,,41.79701239535443,-87.71210439185013,41.77202101232482,-87.7685118604843
TX000000038522,2025-01-13T00:06:10,370,12,C0015793,T000680,33.44,0,,42.193922410767904,-87.66893679571247,42.201668750588844,-87.72029040381467
TX000000038769,2025-01-13T00:06:22,382,12,C0017562,T002522,61.29,0,,41.577627953084686,-87.83984581263951,41.57859008890849,-87.9038677596442
TX000000037730,2025-01-13T00:08:00,480,12,C0010319,T000255,29.59,0,,41.8407949801556,-87.7323445529291,41.84030443656475,-87.79940454454977
TX000000036278,2025-01-13T00:08:02,482,12,C0000595,T000488,72.88,0,,41.80481338468457,-87.91154726090149,41.73952105754363,-87.95129954499187
TX000000037314,2025-01-13T00:08:30,510,12,C0007608,T001837,140.61,0,,41.944126046485955,-87.64685550931974,41.88525198736129,-87.69126782049916
TX000000037092,2025-01-13T00:08:55,535,12,C0006115,T000653,9.86,0,,41.84786033279529,-87.63539561022588,41.86159606978074,-87.73950916733061
TX000000037991,2025-01-13T00:09:09,549,12,C0012156,T000141,7.19,0,,41.95397318294991,-88.01337207121355,41.90862525880229,-88.00826229892502
TX000000038832,2025-01-13T00:09:45,585,12,C0018028,T000516,31.87,0,,41.91570491353409,-88.04693825835461,41.988101167634156,-88.02217852093901
TX000000036454,2025-01-13T00:10:32,632,12,C0001768,T000369,47.75,0,,41.89051427237818,-87.8415536720928,41.93327093622157,-87.87968734033437
TX000000038974,2025-01-13T00:10:56,656,12,C0019022,T000660,10.99,0,,42.143278782099465,-87.96682147059246,42.176747996432255,-88.02385576415274
TX000000037912,2025-01-13T00:11:08,668,12,C0011573,T000972,58.32,0,,42.26087269226615,-87.55947567823088,42.23446224293014,-87.45656606675685
TX000000038145,2025-01-13T00:11:27,687,12,C0013289,T002836,25.38,0,,41.74920183325053,-87.36893814740361,41.80635367515877,-87.35717578526341
TX000000036439,2025-01-13T00:11:27,687,12,C0001688,T002733,26.52,0,,41.63481752780588,-87.40207142490578,41.672974624501556,-87.39302998694701
TX000000038543,2025-01-13T00:11:34,694,12,C0015979,T000523,24.55,0,,41.46902826815092,-87.73231676743013,41.391329860962145,-87.77267183072976
TX000000037413,2025-01-13T00:11:52,712,12,C0008332,T002767,29.09,0,,41.75750289532278,-87.56554083391354,41.669694634703546,-87.57832213201263
TX000000038496,2025-01-13T00:12:50,770,12,C0015646,T002402,54.58,0,,41.783834250569235,-87.23716263175095,41.78116071137531,-87.23396088616722
TX000000037391,2025-01-13T00:12:59,779,12,C0008183,T000502,24.96,0,,42.145452981932344,-87.53507668826678,42.16062483729473,-87.54721986697797
TX000000036854,2025-01-13T00:13:17,797,12,C0004369,T000263,12.68,0,,41.999256182233815,-87.44996923310204,42.04094078887759,-87.48210278061406
TX000000039083,2025-01-13T00:14:32,872,12,C0019719,T002930,22.71,0,,42.08084266575961,-87.39234214312908,42.04115056743272,-87.38739130276667
TX000000038358,2025-01-13T00:16:02,962,12,C0014699,T001124,39.59,0,,42.30705844819369,-87.60251699259089,42.333732808647895,-87.64054265273221
TX000000038437,2025-01-13T00:16:43,1003,12,C0015196,T001149,35.05,0,,41.86316700269005,-87.282480708898,41.84616499797875,-87.31225948056628
TX000000037173,2025-01-13T00:17:19,1039,12,C0006628,T002227,37.12,0,,41.74459270858714,-87.95847050136872,41.72593205008603,-88.02799204140727
TX000000038459,2025-01-13T00:18:12,1092,12,C0015297,T000206,24.06,0,,42.01129010428435,-87.84431952793295,42.082490724706986,-87.82968947855936
TX000000036353,2025-01-13T00:19:45,1185,12,C0001109,T002692,47.98,0,,41.86163550087886,-87.88275198931451,41.777893503755955,-87.87279775092425
TX000000038889,2025-01-13T00:20:16,1216,12,C0018396,T000037,10.03,0,,41.82993943814169,-87.59910453800899,41.79277413183539,-87.63585314490958
TX000000036250,2025-01-13T00:21:52,1312,12,C0000444,T002944,22.45,0,,41.683007456614966,-87.34491319130123,41.61034079915774,-87.33563420426603
TX000000036431,2025-01-13T00:21:57,1317,12,C0001638,T001906,12.6,0,,42.02971539111877,-87.29078639416213,41.97913352044811,-87.32861607682239
TX000000037696,2025-01-13T00:22:15,1335,12,C0010046,T000992,20.29,0,,41.85702456213637,-88.02095157753254,41.7996099620245,-87.94656315588747
TX000000038202,2025-01-13T00:22:35,1355,12,C0013661,T000633,18.34,0,,41.889722718614046,-87.53296570709178,41.895590231606846,-87.45948144161268
TX000000037687,2025-01-13T00:22:42,1362,12,C0010005,T000225,43.46,0,,41.99346616347545,-87.47682324264696,41.996837213312666,-87.53672615903461
TX000000036205,2025-01-13T00:22:48,1368,12,C0000157,T001475,70.76,0,,41.957769488840384,-88.04579118016457,41.937467750551896,-88.09650141566726
TX000000036291,2025-01-13T00:23:12,1392,12,C0000704,T000057,26.36,0,,42.19975420563301,-87.59646536267681,42.20875219196909,-87.48514157843348
TX000000037379,2025-01-13T00:23:54,1434,12,C0008117,T001692,87.66,0,,41.97582253631432,-87.50439616502443,42.00586813311124,-87.50650500940979
TX000000036702,2025-01-13T00:24:38,1478,12,C0003335,T000842,82.89,0,,42.03710846467724,-87.91040029003194,42.06911846952476,-87.9248947723853
TX000000037762,2025-01-13T00:25:06,1506,12,C0010548,T000614,9.86,0,,41.96341549851156,-87.64518728188388,41.976560143293966,-87.64931299729247
TX000000037115,2025-01-13T00:26:28,1588,12,C0006255,T002878,11.73,0,,41.67052980018359,-87.45463428349592,41.606258991415224,-87.41102452317901
TX000000036261,2025-01-13T00:26:40,1600,12,C0000507,T001511,26.52,0,,41.92903850617338,-87.84619492561873,41.99581033280442,-87.89843518322013
TX000000037411,2025-01-13T00:26:52,1612,12,C0008310,T002229,65.23,0,,42.08993447285473,-87.50700332846924,42.12019432912208,-87.50134101109492
TX000000037887,2025-01-13T00:27:29,1649,12,C0011368,T000260,25.37,0,,41.51353367898263,-87.73028165317561,41.47939495954622,-87.81740007368813
