TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000000038,2025-01-15T00:00:59,59,0,C0000251,T000693,30.6,0,,42.187955077630114,-87.40878112719852,42.15441197571306,-87.40223833756791
TX000000000027,2025-01-15T00:01:44,104,0,C0000197,T001026,71.22,0,,42.15346497536826,-87.41726106873324,42.220747437898254,-87.41276802228978
TX000000000088,2025-01-15T00:03:02,182,0,C0000515,T001167,18.91,0,,41.86489345473231,-87.6895292998345,41.89244412477379,-87.76152455370517
TX000000000101,2025-01-15T00:03:05,185,0,C0000624,T000047,132.12,0,,41.72149581343654,-88.0494804891947,41.74283148785578,-87.97665029839227
TX000000000326,2025-01-15T00:04:00,240,0,C0002271,T000748,61.05,0,,41.64196292492662,-87.90582363687375,41.6846211223873,-87.98198089675091
TX000000000150,2025-01-15T00:05:43,343,0,C0000897,T001038,19.07,0,,41.818148126126864,-87.52625291395961,41.81456269632432,-87.50518586879592
TX000000000610,2025-01-15T00:07:20,440,0,C0004329,T000912,41.12,0,,41.65040444342119,-87.2500804499105,41.59732466350503,-87.1620220689012
TX000000000032,2025-01-15T00:08:22,502,0,C0000227,T000064,24.53,0,,41.984159757433524,-87.42276720298511,42.06789167356648,-87.40497252692714
TX000000000581,2025-01-15T00:10:51,651,0,C0004175,T000167,96.5,0,,42.091562125333844,-87.75597416965405,42.11674769822615,-87.64394550471918
TX000000000683,2025-01-15T00:12:31,751,0,C0004793,T001137,28.43,0,,42.18320847693845,-87.73573193068964,42.21394495498628,-87.7139895839182
TX000000000050,2025-01-15T00:13:55,835,0,C0000327,T000718,20.29,0,,41.59543231670379,-87.60898704519461,41.57178994341156,-87.52837644111447
TX000000000001,2025-01-15T00:15:16,916,0,C0000006,T000259,6.46,0,,41.87865941574371,-87.61139750711904,41.9191245676513,-87.50608592706088
TX000000000238,2025-01-15T00:18:18,1098,0,C0001540,T000741,18.54,0,,41.51429123150906,-87.47004561825955,41.508504107152284,-87.51593211872742
TX000000000687,2025-01-15T00:18:38,1118,0,C0004815,T000752,11.1,0,,41.57962633778371,-87.29472877937893,41.53445057827325,-87.28145825275134
TX000000000140,2025-01-15T00:19:00,1140,0,C0000864,T000737,46.08,0,,41.87555149989382,-87.49996754582922,41.957416508521725,-87.51728948737573
TX000000000017,2025-01-15T00:21:15,1275,0,C0000130,T000185,138.64,0,,42.24807184977232,-87.81279769199676,42.27267743041334,-87.80133359611233
TX000000000373,2025-01-15T00:21:33,1293,0,C0002580,T000916,72.74,0,,42.26094473111889,-87.45893200373767,42.25858973236175,-87.38678941116292
TX000000000481,2025-01-15T00:21:36,1296,0,C0003322,T000652,135.21,0,,41.486343698097244,-87.66875354382748,41.4911208110621,-87.61347151495109
TX000000000246,2025-01-15T00:22:25,1345,0,C0001603,T000365,42.59,0,,41.974192429721015,-87.66358923059131,42.01800785482976,-87.74972285856873
TX000000000652,2025-01-15T00:22:46,1366,0,C0004623,T000903,147.39,0,,41.813421997472496,-87.39469597215385,41.80133780567862,-87.4239069360039
TX000000000351,2025-01-15T00:24:11,1451,0,C0002439,T000377,17.7,0,,41.573180301234316,-87.47639389634513,41.49800730248304,-87.47856563267646
TX000000000405,2025-01-15T00:27:03,1623,0,C0002782,T000968,5.91,0,,41.911701950395205,-87.21433578176183,41.942228602080206,-87.22127700020533
TX000000000100,2025-01-15T00:35:26,2126,0,C0000620,T000581,50.67,0,,42.068247554588844,-88.03023677747332,42.10626528101644,-88.02445746916737
TX000000000501,2025-01-15T00:36:08,2168,0,C0003497,T000890,4.03,0,,42.13573175163879,-87.55784976466686,42.14123597893183,-87.47865330279947
TX000000000529,2025-01-15T00:40:16,2416,0,C0003666,T000992,23.08,0,,41.85901879977125,-87.73839795854882,41.929151473357024,-87.8033691253079
TX000000000139,2025-01-15T00:40:53,2453,0,C0000855,T001153,50.24,0,,41.82810867817128,-87.36484039535534,41.83343935678116,-87.46435730371556
TX000000000337,2025-01-15T00:44:40,2680,0,C0002346,T001091,48.55,0,,42.231568729697806,-87.77103289104775,42.22184859075948,-87.6875499634809
TX000000000289,2025-01-15T00:48:39,2919,0,C0001966,T000105,70.09,0,,42.1928847404288,-87.63631229066729,42.12798914801626,-87.664514312308
TX000000000272,2025-01-15T00:49:23,2963,0,C0001796,T000342,57.07,0,,41.904320297083125,-88.03425366683673,41.929544985924466,-88.02665937911891
TX000000000536,2025-01-15T00:54:54,3294,0,C0003692,T000991,34.69,0,,42.02884102535396,-87.94977668534304,42.08756551196745,-87.99291133218905
TX000000000074,2025-01-15T00:56:00,3360,0,C0000430,T000204,28.08,0,,42.10637042277475,-88.01081230229714,42.07129706971795,-87.95028977056432
TX000000000278,2025-01-15T00:57:01,3421,0,C0001868,T000020,24.91,0,,41.5114803389585,-87.55170021018111,41.53678898768179,-87.46744248607199
TX000000000210,2025-01-15T01:01:29,3689,0,C0001331,T000137,49.79,0,,41.61229341782398,-87.55171703403751,41.67072004046023,-87.48158337573872
TX000000000010,2025-01-15T01:02:06,3726,0,C0000079,T000520,17.34,0,,41.99442702576238,-87.31194232948835,42.01450913637924,-87.24495419732948
TX000000000483,2025-01-15T01:04:43,3883,0,C0003343,T000893,18.06,0,,41.57513101519473,-87.91805330443039,41.572659171752754,-87.90861382580239
TX000000000431,2025-01-15T01:06:00,3960,0,C0002932,T000523,27.51,0,,41.59929163740166,-87.37881830711244,41.545076293984586,-87.41491548530085
TX000000000557,2025-01-15T01:06:03,3963,0,C0003901,T000984,25.61,0,,41.911218671983924,-88.0335307266665,41.94948215638491,-88.05099228800756
TX000000000244,2025-01-15T01:07:12,4032,0,C0001582,T000871,34.7,0,,42.22927922342111,-87.63819574808103,42.238140336940965,-87.524632981765
TX000000000084,2025-01-15T01:10:22,4222,0,C0000477,T000752,78.63,0,,41.60976321780379,-87.34384410750476,41.53445057827325,-87.28145825275134
TX000000000013,2025-01-15T01:12:59,4379,0,C0000108,T000847,22.01,0,,41.71424705527833,-87.30669191976754,41.733416575220325,-87.38795626937959
TX000000000530,2025-01-15T01:16:51,4611,0,C0003668,T001124,14.36,0,,42.06257445551844,-87.91976489605631,42.09273166831384,-87.88974428714167
TX000000000595,2025-01-15T01:22:12,4932,0,C0004236,T000965,19.56,0,,42.1317470701424,-87.93009926855254,42.13048704185121,-87.84464705195198
TX000000000251,2025-01-15T01:22:52,4972,0,C0001656,T001108,86.23,0,,41.72670710075954,-87.76283452618283,41.71765137891364,-87.79210894412628
TX000000000229,2025-01-15T01:25:21,5121,0,C0001463,T000395,16.53,0,,41.80157328607402,-87.7122552081485,41.80283491528982,-87.71317863079062
TX000000000416,2025-01-15T01:27:58,5278,0,C0002859,T001033,34.38,0,,42.03147374182329,-87.84842126205879,42.079527098530164,-87.752594174144
TX000000000096,2025-01-15T01:33:02,5582,0,C0000594,T000379,81.09,0,,41.904099614842536,-87.51237850115535,41.82818589608727,-87.49982492165856
TX000000000522,2025-01-15T01:34:41,5681,0,C0003631,T000216,11.73,0,,41.443307848004785,-87.7263616539597,41.46196467388495,-87.62856416175451
TX000000000112,2025-01-15T01:37:50,5870,0,C0000716,T000741,14.11,0,,41.533921088958984,-87.47215512944545,41.508504107152284,-87.51593211872742
TX000000000380,2025-01-15T01:40:00,6000,0,C0002608,T000119,74.54,0,,42.036665961457956,-87.56774319438485,41.957140460577214,-87.51668608601275
TX000000000312,2025-01-15T01:43:50,6230,0,C0002147,T000534,22.29,0,,42.30658278231753,-87.68426265195654,42.3711196801001,-87.72168659703406
TX000000000257,2025-01-15T01:44:34,6274,0,C0001700,T000578,172.03,0,,41.80589663094275,-87.22347057859407,41.7584715174778,-87.2812378919896
TX000000000568,2025-01-15T01:45:33,6333,0,C0004064,T000312,34.23,0,,41.73215298222351,-87.65459953485902,41.76078409865003,-87.56762555809952
TX000000000205,2025-01-15T01:46:58,6418,0,C0001280,T000372,66.4,0,,41.94376212321125,-87.57137985020825,41.9016985966587,-87.60069804530231
TX000000000304,2025-01-15T01:50:12,6612,0,C0002089,T000582,38.37,0,,41.647386441125626,-87.8862807078199,41.6221541867765,-87.83766102967813
TX000000000060,2025-01-15T01:53:25,6805,0,C0000364,T000315,13.38,0,,41.54261936665372,-87.43772734514104,41.57508998308725,-87.52555609022262
TX000000000213,2025-01-15T01:53:51,6831,0,C0001372,T000755,63.16,0,,41.82136024386873,-87.31692276395222,41.86182795812493,-87.2630000172747
