TRANSACTION_ID,TX_DATETIME,TX_TIME_SECONDS,TX_TIME_DAYS,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,TX_FRAUD_SCENARIO,CUSTOMER_LAT,CUSTOMER_LON,TERMINAL_LAT,TERMINAL_LON
TX000000000522,2025-01-17T00:00:11,11,0,C0003631,T001964,115.46,0,,41.443307848004785,-87.7263616539597,41.40857749753227,-87.70479597317625
TX000000000186,2025-01-17T00:00:29,29,0,C0001146,T000703,14.16,0,,41.708534060161476,-87.5072946587698,41.67332451026821,-87.60412516992392
TX000000000985,2025-01-17T00:00:52,52,0,C0007052,T000596,30.45,0,,41.679803915214194,-87.73983020130748,41.68775122238267,-87.72964822617192
TX000000001840,2025-01-17T00:00:57,57,0,C0012859,T001456,35.18,0,,42.1051930682155,-87.87506199851379,42.13268544392967,-87.76359511780755
TX000000000122,2025-01-17T00:01:14,74,0,C0000786,T000800,67.41,0,,42.249924847614594,-87.46907718334477,42.175627753249046,-87.47078897688884
TX000000000414,2025-01-17T00:01:22,82,0,C0002847,T000608,27.2,0,,41.754167252695254,-87.4696047333286,41.71200221392555,-87.5590378708588
TX000000001746,2025-01-17T00:01:37,97,0,C0012162,T001244,20.9,0,,41.92284709364749,-87.47285011814012,42.0016332048115,-87.43399047122848
TX000000000047,2025-01-17T00:02:09,129,0,C0000293,T001246,11.46,0,,42.03222161733558,-87.6984645705907,42.07216572676209,-87.59923138955982
TX000000000028,2025-01-17T00:02:47,167,0,C0000198,T001125,8.87,0,,41.872519475941864,-87.83052709729537,41.93526290763028,-87.74870194600123
TX000000001395,2025-01-17T00:04:01,241,0,C0009726,T001109,131.96,0,,41.84676769009955,-87.5696334325108,41.81138465356319,-87.59875592730167
TX000000000833,2025-01-17T00:05:28,328,0,C0005953,T000239,16.47,0,,41.472919172467755,-87.79776233403823,41.52754355037074,-87.83774323895408
TX000000000751,2025-01-17T00:06:48,408,0,C0005305,T000169,54.85,0,,41.68019310941985,-87.75742236262643,41.72445793262493,-87.85410199363169
TX000000002018,2025-01-17T00:06:49,409,0,C0014086,T000131,28.05,0,,41.66864724439733,-87.78853406879362,41.74391065474801,-87.78436627832296
TX000000001929,2025-01-17T00:07:01,421,0,C0013499,T000602,57.13,0,,42.11515498758342,-87.63366075559296,42.181467872218526,-87.59142410870177
TX000000001266,2025-01-17T00:07:03,423,0,C0008932,T000928,12.81,0,,42.05185282596173,-87.30193024732031,42.06363676229954,-87.32250430406977
